LocalAuth,GeoCode,HEV,Cars,HEVp1000,CompCars,CCp1000,HEVln,SecNei,FirstNei,LondonB,LondonPlus,NonLPlus,AreaCat,PropDriveLCC1k,DistLCC,NoCar,OneCar,TwoCar,ThreePlus,WorkHome,Underground,Train,Bus,Taxi,Motorcycle,CarDriver,CarPasseng,Bicycle,Foot,Private,Public,Active,Dist.to.work.km,PopD,OwnedOut,OwnedMort,RentPriv,RentSoc,Detached,Semi,Terrace,Flat,Mean House Size,AgeMean,Prop.16.to.24,Prop.25.to.29,Prop.30.to.44,Prop.45.to.59,Prop.60.to.74,Prop.75.and.over,DepChild,NoQual,Level1,Level2,Level3,Level4,PartTime,FullTime,SelfEmp,Unempl,Retired,Student,HomeFam,Disabled,MeanY1k,MedianY1k,MeanAgeln,A30to44ln,Level4ln,PartTimeln,MeanY1kln,OneCarln,DriveWorkln,PopDln,MeanHSizeln,DepChildln,CCars1kln,PropDriveLCC1kln,DistLCCln
Stoke-on-Trent UA,E06000021,331,107833,3.069561266,8370,77.62002355,1.121534641,0,0,0,0,1,4,0.267239004,219012.2829,30.88542877,44.23146642,20.01859168,4.86451313,2.489154464,0.028674763,0.715019101,7.958634341,1.282039423,0.813068292,65.5995338,8.671803458,1.480912782,10.44223885,76.36644497,8.702328205,11.92315163,11.8,26.6,28.47129909,30.95514757,14.35277713,24.16825471,14.13668261,44.66633889,29.58387342,11.64439279,2.285196375,38.5,12.9710692,7.291332,19.980081,18.8331299,14.3388967,7.1620189,44.38861925,33.77807239,14.36638391,15.88650432,11.94216565,15.47083861,13.5289484,36.70353595,6.257931819,5.314318848,14.28165069,9.309767625,4.67867927,7.233272067,21.1,18.2,3.650658241,2.994735827,2.738956872,2.604831716,3.04927304,3.789436446,4.183568589,3.280911216,0.826451961,3.792983113,4.351825429,-1.319611875,12.29688309
Bath and North East Somerset UA,E06000022,304,92628,3.281944984,5651,61.00747074,1.18843623,0,0,0,0,1,4,0.55709065,166573.9286,21.97918792,42.26756444,27.14684078,8.606406856,7.673996559,0.142591152,3.595418228,6.448419713,0.26043508,1.049989394,55.44674633,4.585307219,2.989700441,17.18046619,61.34247802,10.18642909,20.17016663,14.4,5.1,35.13160579,31.61395634,16.93123852,14.43786982,21.76186274,28.11763311,28.07548959,22.14773939,2.311637081,40.3,15.4565494,5.7614081,18.4074175,19.3578993,15.1861194,9.0270203,40.08730678,17.16755782,11.0455548,14.22298705,16.45395011,33.39957252,14.41440061,35.51666028,10.95825354,2.717732669,13.70815779,15.26005362,3.285331291,2.765224052,31.6,22.4,3.696351469,2.912753708,3.508543101,2.668227749,3.453157121,3.744019994,4.015423035,1.62924054,0.837955967,3.691059745,4.110996328,-0.585027305,12.02319451
"Bristol, City of UA",E06000023,903,190530,4.739411116,61734,324.0119666,1.555912891,0,0,0,0,1,4,0.519551425,186110.2466,28.90006402,45.13507746,20.71607195,5.248786574,4.561060978,0.136669921,1.976237529,9.626895878,0.294292721,1.130979309,49.87213981,4.872973166,7.719707612,19.27093502,56.17038501,11.73980333,26.99064263,12,39.1,24.58480851,29.42866367,23.54511976,20.29198838,5.924495059,26.52490474,33.6084017,34.62093633,2.288869311,36.5,15.6465857,9.5162925,22.2214957,16.5299813,11.1628222,6.5728083,44.41724341,20.15655521,11.86519206,12.75321533,14.58760543,32.78135752,13.36833527,39.75944461,8.430946856,4.297586981,9.808215088,13.78481273,3.905370351,4.346108626,26.6,20.9,3.597312261,3.101060095,3.489859986,2.592888871,3.280911216,3.809659715,3.909462526,3.666122467,0.828057945,3.793627759,5.780780449,-0.654789484,12.1340945
North Somerset UA,E06000024,376,121381,3.097684152,4841,39.88268345,1.130654784,0,0,0,0,1,4,0.536025807,188724.892,17.17274757,41.78652793,31.30560939,9.735115101,6.582413415,0.104547831,2.397425253,3.01446245,0.375142216,0.999354263,68.49522872,5.242766213,2.759242746,9.480028289,75.11249141,5.516435534,12.23927104,17.9,5.4,36.80732656,36.14653111,16.17418704,9.184263321,33.15156935,29.9648832,15.77311493,20.35792964,2.257506206,42.6,9.0938262,5.1158635,18.9005065,20.5152888,18.1298935,10.1507657,39.45078802,19.61196765,13.71312849,17.20288824,12.6643924,28.35264052,15.90414993,38.2492157,10.61285706,2.992734878,17.45142826,5.991661621,3.49633992,3.85753206,30.2,22.1,3.751854253,2.939188721,3.344720166,2.766580077,3.407841924,3.732573989,4.226764089,1.686398954,0.814260755,3.675054022,3.685942231,-0.623572972,12.14804564
South Gloucestershire UA,E06000025,389,158289,2.457530214,5222,32.99028991,0.899156867,0,0,0,0,1,4,0.768167153,165004.7501,13.05956964,42.21577489,33.57231862,11.15233685,4.745442427,0.073243439,1.262716892,4.938805107,0.192630245,1.396019952,69.77023533,5.088954157,3.922918605,8.166643473,76.44783968,6.274765438,12.08956208,14.6,5.3,34.45293757,40.48429392,13.57659618,9.887667615,26.36838086,34.11678062,27.40398603,11.48894385,2.400574681,39.8,11.2335263,5.9391019,20.5406311,20.3914495,15.1419318,7.7517344,42.24792706,18.6142447,14.875703,16.67473231,13.67760305,26.6894384,16.34193736,42.85855311,8.909013446,2.781761124,14.23093709,7.606459256,3.244175655,2.531329883,27.9,22.1,3.683866912,3.022404929,3.284267922,2.793734648,3.328626689,3.742793964,4.245207491,1.667706821,0.875708159,3.743555289,3.496213273,-0.263747922,12.01372954
Plymouth UA,E06000026,201,115466,1.740772175,4868,42.15959676,0.554328794,0,0,0,0,1,4,0.14090902,309193.3597,27.84634104,45.65489859,21.2712818,5.22747857,3.06812184,0.060443022,0.575485672,11.21005227,0.692115165,1.94694635,57.95464219,6.167742155,2.633953655,14.73277374,66.76144586,11.84598096,17.3667274,16.4,32.1,27.22881426,31.46550541,20.15058505,19.29885552,10.80755999,29.4024003,33.5962996,26.33347779,2.294866751,39,15.2868354,7.3670744,18.9801236,18.6844733,14.4856933,7.6900275,41.24897867,22.25652713,13.49443504,16.76201643,16.55256215,21.45558907,14.78522937,36.09961102,6.838872493,4.242228317,14.08809819,13.01450575,3.901223238,5.236044341,23.3,18.8,3.663561646,2.943392305,3.065985174,2.693628667,3.148453361,3.821110909,4.059660673,3.46885603,0.830674781,3.719626353,3.74146234,-1.959640845,12.64172212
Torbay UA,E06000027,186,66852,2.782265302,2821,42.19769042,1.023265453,0,0,0,0,1,4,0.388380937,269255.2621,25.526182,45.20928656,22.42840197,6.83612947,6.139302783,0.056227158,0.964647175,4.466544841,0.613227439,1.548003936,61.90082935,6.067261737,1.398650548,16.04933933,70.12932246,5.487419174,17.44798988,13.8,20.8,36.43958651,30.36942891,23.20962549,8.069818675,22.02420036,23.46871776,23.67351405,31.12434731,2.166581935,44.2,9.7267084,5.116105,16.8411488,20.4445666,19.6496613,11.6754099,37.72439351,25.81663464,15.00411749,17.28337451,11.80803367,20.64598774,15.72553191,31.42234043,11.43297872,4.54787234,19.59148936,5.836170213,3.855319149,5.80212766,21.8,16.9,3.788724789,2.823825225,3.027521002,2.755285628,3.08190997,3.811302521,4.125533578,3.034952987,0.773150781,3.630306928,3.74236549,-0.945768625,12.50341514
Bournemouth UA,E06000028,247,92927,2.658000366,2671,28.74299181,0.977574098,0,0,0,0,1,4,1.031067415,150485.4943,25.89773472,44.68278826,22.77781824,6.641658776,5.395465656,0.154732806,1.753638463,8.791738614,0.3543157,1.122373467,58.69418967,5.035543695,4.765321912,13.21844236,65.20642253,10.70010988,17.98376427,13.5,39.7,27.70291597,29.42311895,29.96697987,11.17585646,31.61007718,13.46201145,6.358557525,49.9771612,2.172712264,40,14.5990812,8.1393638,21.2925975,17.4013984,13.5434435,9.6190004,39.92917126,19.14652373,12.95224965,15.51693037,15.72694944,26.38187394,13.29393635,37.17926352,10.15162749,3.824850626,12.23850437,13.4102374,3.552270051,4.489220347,25.5,19.9,3.688879454,3.058359477,3.272677181,2.587308018,3.238678452,3.799588377,4.072340738,3.681351188,0.775976278,3.687107166,3.358393974,0.030594591,11.92162198
Poole UA,E06000029,258,84638,3.048276188,3358,39.67485054,1.114576247,0,0,0,0,1,4,2.165874274,156798.8451,17.70029907,44.08311034,29.01149063,9.205099953,5.647826633,0.146425135,1.606492909,5.311746085,0.242647366,1.4726185,64.43124294,5.331269436,4.813900626,10.32088022,71.47777824,7.064664129,15.13478085,13.2,22.8,35.76105777,34.60254998,16.17346136,11.52841177,39.24844366,20.39938648,12.38458994,28.1134402,2.282669605,42.1,10.2258796,5.90064,19.5434996,19.8686037,16.5200312,10.5624979,38.517489,21.40245602,14.40575148,16.63961438,12.4842195,25.52997885,15.24095083,39.5146206,10.23394836,3.207978118,16.14610258,6.741171716,4.077412563,3.276592945,27.7,21,3.740047741,2.97264273,3.239853403,2.723985939,3.321432413,3.786076724,4.165598654,3.126760536,0.825345637,3.651112398,3.680717499,0.772824102,11.96271902
Swindon UA,E06000030,1377,107747,12.77993819,63027,584.9536414,2.547876612,0,0,0,0,1,4,0.666444518,114704.9973,21.57084654,44.17270258,27.2725215,6.98392938,3.975378771,0.07853953,1.326039507,8.544370268,0.463017927,1.074895661,63.50651604,6.161700107,4.26213938,10.10328861,71.20612974,9.948949305,14.36542799,15.8,9.1,25.74581258,39.78383884,16.03553644,16.27659574,21.14937231,29.21385304,31.93639716,17.5708893,2.350373472,38.1,10.848362,7.2075389,23.1109794,19.9979919,12.5026296,6.5472662,44.482218,20.51807789,17.43833967,17.34356933,11.6382753,22.70733248,14.36721184,46.67185877,7.827751817,4.23026999,11.59657321,6.039719626,4.08943406,3.420950156,26.2,20.6,3.640214282,3.140307803,3.122687889,2.664948655,3.265759411,3.78810701,4.151142515,2.208274414,0.85457424,3.795089514,6.371532599,-0.405798387,11.65011887
Peterborough UA,E06000031,245,83910,2.919795018,5008,59.68299368,1.071513415,0,0,0,0,1,4,0.470484913,122219.7001,24.87335017,45.08328492,23.92769815,6.115666752,3.923038481,0.116986961,2.521466539,7.463313798,0.656489937,0.705329154,60.31075371,8.679751034,5.786879288,9.238562537,70.35232384,10.1017673,15.02544183,15.6,5.3,25.84872269,33.42609729,19.13999703,19.4993448,27.16388744,31.15945805,25.24231371,15.90802501,2.451346203,36.9,11.7305902,8.1936057,21.9543541,18.1521639,12.0257473,6.6312333,46.88254262,25.02370324,15.42475518,16.15142392,10.7886086,20.23945465,14.09785517,42.85433577,7.56661981,5.056757206,11.58043501,6.566755846,5.494339394,4.144560831,25,19,3.608211551,3.088965484,3.0076339,2.64602267,3.218875825,3.808511555,4.099510425,1.667706821,0.896637344,3.847645381,4.089047117,-0.753991386,11.71357552
Luton UA,E06000032,298,80830,3.686749969,3302,40.85116912,1.304745303,0,0,0,0,1,4,2.722594543,48117.41558,27.44403914,44.31507679,22.20801421,6.032869853,2.978666158,0.328471654,5.936032107,7.490947411,1.18384323,0.491025885,57.66190962,8.536899811,1.317249807,13.2733938,67.87367855,13.75545117,14.59064361,14.7,46.9,25.0615805,35.10021133,22.63470313,15.76864577,12.85552661,40.27679112,25.08485279,21.99068593,2.700873568,34.8,13.5087918,9.2578285,21.6170196,16.7469648,10.3296736,5.5299925,51.0341556,23.62044169,14.58212151,14.5226757,11.07865384,22.25318802,12.67629883,36.68599526,8.400363616,5.741419206,9.872734285,12.92077571,6.652526032,3.784915432,23.3,19,3.549617387,3.073480949,3.10248528,2.539734016,3.148453361,3.791324953,4.05459681,3.848017675,0.993575264,3.932495126,3.709935441,1.001585302,10.78139946
Southend-on-Sea UA,E06000033,229,81304,2.81658959,2600,31.97874643,1.035526788,0,0,0,0,1,4,2.796521897,57047.19455,27.2945178,44.5485953,22.1939527,5.962934197,4.600499146,0.402021171,15.72308487,5.34307036,0.505292664,0.756094862,50.54033121,4.754176963,2.855948561,13.919522,56.5558957,21.4681764,16.77547056,17.9,41.6,30.7453333,34.42245373,22.01317657,11.51209191,15.91796751,31.1145885,18.42041652,35.16914113,2.29490613,40.2,10.2984026,6.4966774,21.2653607,19.1808036,14.7433461,8.9912356,43.67205828,24.62007808,16.40935564,17.50734243,11.41721365,21.82533192,14.35839593,38.37545097,10.24022655,4.966921852,14.1232091,6.529234363,5.038117865,4.248562081,30.6,22,3.693866996,3.057079491,3.08307131,2.664334853,3.421000009,3.796580623,3.922771655,3.728100167,0.830691941,3.776708499,3.465071508,1.028376465,10.95163418
Thurrock UA,E06000034,208,79764,2.607692693,2964,37.15962088,0.958465805,0,1,0,1,0,2,6.109111574,32330.90483,20.09045274,43.91769442,27.27535163,8.716501211,2.916559029,1.797985017,15.48953759,3.735468871,0.625161457,1.029449755,61.07078274,5.468871093,1.416946525,5.926117282,68.19426505,21.02299148,7.343063807,17.5,9.7,25.49837217,40.70213141,14.06828861,18.44819014,11.91344784,32.91424635,32.26917597,22.64948567,2.517697625,36.8,11.124568,7.0777718,23.1863289,18.6265496,12.3502742,5.8863067,47.89311863,26.45149789,18.14807912,17.53466173,10.92563631,17.43742251,14.34404683,42.60278294,8.903473415,5.423924854,11.72146087,6.230065543,5.172444008,3.537380393,26.3,21.4,3.605497845,3.143562833,2.858618616,2.663335001,3.269568939,3.782317301,4.112033564,2.272125886,0.923344843,3.868971833,3.615222712,1.809781357,10.38377886
Medway UA,E06000035,400,133257,3.001718484,4557,34.19707783,1.099184953,1,0,0,1,0,3,3.595401366,47027.0354,21.87291096,42.52276172,27.10693067,8.497396642,3.642778773,0.223381667,8.88159193,4.659441625,0.350464523,1.117697669,63.46486277,6.139443835,1.143745708,9.835897355,71.0724688,13.76441522,10.97964306,18.6,13.7,28.90244706,38.75001177,17.09177188,13.17779096,13.6512665,29.50493611,40.85117204,15.30874513,2.446883033,37.7,13.1150895,6.6613621,20.5819835,19.5267595,13.6804016,6.1960784,45.55967067,22.90901663,16.8509009,18.3615108,12.7394768,19.13201685,13.97676119,40.12814306,8.69189011,4.876955881,12.74116956,8.483812153,5.20452415,3.777335984,26.1,21.2,3.629660094,3.024416106,2.951363207,2.637396035,3.261935314,3.750039502,4.150486411,2.617395833,0.894814983,3.81902291,3.532140197,1.279655631,10.75847794
Bracknell Forest UA,E06000036,344,68374,5.031152192,18584,271.7992219,1.615649022,0,0,0,0,1,4,2.686645071,46505.13795,13.67757967,38.83778717,36.30498278,11.17965038,5.916270956,0.180896082,4.847045902,1.997932616,0.334334722,0.809186937,70.0697742,4.651613528,2.259585877,8.275995736,75.86490939,7.0258746,10.53558161,14.1,10.3,24.89210515,43.59169973,12.49836523,16.73569031,27.44742953,20.55521231,31.71272131,18.71444702,2.407995117,37.4,10.5755046,6.8203701,23.5245793,20.7049159,11.7954154,5.8539817,45.71823204,16.31213577,15.32710072,16.92722552,12.6906834,30.30542772,13.31392271,49.04230232,9.826026277,3.378410896,10.22185861,6.425958901,4.150825353,2.129553877,33.3,24.9,3.621670704,3.158045802,3.411326829,2.588810308,3.505557397,3.659393669,4.24949152,2.332143895,0.8787945,3.822497169,5.605063639,0.98829323,10.74731808
West Berkshire UA,E06000037,1002,96617,10.37084571,29385,304.1390232,2.338998572,0,0,0,0,1,4,1.768129179,84479.59647,12.44626243,38.56592878,35.99133782,12.99647097,7.618849398,0.151813808,4.893546689,3.643531385,0.219150577,0.61704967,65.42318099,4.882527945,2.602872219,9.402661639,71.14190918,8.688891882,12.00553386,16.9,2.2,31.2078922,38.46647417,13.72313122,13.84023099,33.86065663,32.81271768,17.86604337,14.43121836,2.419570099,39.4,9.6728686,5.5297682,21.4598692,21.4254138,14.7586171,6.9411398,42.02581013,17.16355281,14.15942182,16.19802658,12.15340867,32.10761747,13.89240902,45.588734,11.32578935,2.926267692,12.57786424,5.871276349,4.255983722,2.159673015,37.2,26.3,3.673765816,3.066184642,3.469093306,2.631342577,3.616308761,3.652369213,4.180876645,0.78845736,0.88358988,3.738283956,5.71748491,0.569922027,11.34426532
Reading UA,E06000038,299,66681,4.484035932,2918,43.76059147,1.500523519,0,0,0,0,1,4,1.285778823,62281.20482,28.34306256,44.91084636,21.19645612,5.549634955,4.659870761,0.286780544,9.637829985,11.0341632,0.340630166,0.591093523,47.16350248,4.449481541,4.16144868,17.11040425,52.54470771,20.95877373,21.27185293,14.2,38.5,22.62164183,32.22096741,26.07644467,16.29101783,12.19203368,25.45498925,30.54720752,32.14748822,2.403442078,35.3,14.59749,9.7066115,24.7312104,16.0759933,9.9108531,5.6352683,46.67769575,17.38624962,12.20557086,12.26847797,13.4374353,34.79001768,11.88531607,44.56372851,7.908704883,4.562187521,8.561913568,12.94603109,4.56646805,2.762653243,29.8,22.9,3.563882964,3.208066025,3.549330497,2.475303694,3.394508394,3.804679333,3.853620341,3.650658241,0.876901909,3.843266443,3.778733674,0.251364623,11.03941497
Slough UA,E06000039,2370,60827,38.96296053,98724,1623.029247,3.662611465,0,1,0,1,0,2,3.576315041,34279.19469,23.4113383,44.1318993,24.57944293,7.877319466,3.060921248,1.106983655,6.992570579,7.511144131,0.683506686,0.646359584,61.08320951,6.132243685,2.389301634,9.757800892,68.54531947,15.61069837,12.14710253,12.3,43.1,18.7172517,33.98534452,24.32336603,20.63585865,10.0229814,27.96006257,28.32892374,33.98543867,2.741953276,33.5,11.692165,9.5224849,25.6067901,16.4152491,8.4141079,4.4128241,54.63872517,20.0984575,14.69642271,13.36771532,10.11768015,25.84274931,11.83181031,43.41117681,8.885305302,5.415198391,7.482729101,9.725457405,6.525114973,3.372553704,26.9,21.5,3.511545439,3.242857555,3.252030071,2.470791693,3.292126287,3.787182861,4.112237025,3.763522997,1.008670541,4.000742884,7.392049588,1.274332952,10.44229388
Windsor and Maidenhead UA,E06000040,494,87382,5.653338216,3327,38.07420293,1.732246205,1,0,0,1,0,3,5.434642627,42264.90281,13.33698949,40.17720955,34.83521568,11.65058527,8.747684277,0.475990859,9.033008343,1.381996187,0.421900988,0.708577301,62.79563495,3.560465714,2.361022839,9.73076767,67.48657895,10.89099539,12.09179051,15.2,7.4,32.5849629,35.41277485,16.16480145,13.27871943,31.18503801,25.32963334,18.77144874,23.6909082,2.415242763,39.8,9.4120089,6.1157997,22.1008578,19.8775595,14.6070836,8.0610127,43.1344339,15.64624676,11.60310613,14.39603106,11.15875755,38.39516825,12.2085048,44.44924075,12.3773346,3.157884639,12.82147208,6.704269667,4.811649256,1.759283241,46.9,27.2,3.683866912,3.095616422,3.647931625,2.502132824,3.848017675,3.693299908,4.139885564,2.00148,0.881799805,3.764321609,3.639536964,1.692793764,10.6517123
Wokingham UA,E06000041,558,99057,5.633120325,2307,23.28962113,1.72866352,0,0,0,0,1,4,2.70868664,55783.45449,8.986938938,36.79970828,40.73625936,13.47709342,8.005947626,0.205217691,7.124863291,3.306831169,0.184327267,0.647603131,67.56946066,3.550143161,2.468756528,6.426877373,71.95153422,10.63691215,8.895633901,15.4,8.6,35.57150434,44.15898694,11.19638003,7.021149639,44.56253802,28.91602907,14.57726414,10.93734994,2.513740635,39.4,9.6301334,5.2280088,21.8558103,21.4509652,14.5601762,6.9549164,43.65157373,13.1907975,11.75514186,15.08576538,12.44858142,39.98374116,13.61146491,45.65656926,10.76037872,2.63464947,13.33891497,6.922412334,4.274402572,1.551575178,39.9,27.5,3.673765816,3.084466804,3.6884729,2.610912446,3.686376324,3.605489918,4.213156116,2.151762203,0.921771937,3.776239335,3.148007816,0.996463883,10.92923259
Milton Keynes UA,E06000042,975,128029,7.615462122,81100,633.4502339,2.03018067,0,0,0,0,1,4,2.52692115,77244.85244,18.92396332,43.24535422,29.78576645,8.044916011,5.234655627,0.194861601,4.392603085,5.628291713,1.220819671,0.517283207,65.26063717,6.447649531,2.86344819,7.69507681,73.44638958,10.2157564,10.558525,15.3,8.1,21.46088615,36.26957721,17.31112554,18.01813682,28.21334745,28.07120731,27.45363291,16.22064071,2.500284022,36.1,10.2744543,7.8755411,23.9320636,19.3070521,11.5086749,4.8404275,48.24302273,18.01694679,15.92005335,16.65830873,11.47966437,28.22275874,13.0352565,46.31253963,8.672712738,4.763348678,10.28420211,7.07941671,4.596852,3.203131461,29.4,23,3.586292865,3.175219133,3.3401287,2.567657725,3.380994674,3.766889811,4.178389055,2.091864062,0.916404334,3.876251211,6.451181439,0.927001625,11.25473556
Brighton and Hove UA,E06000043,306,104397,2.93111871,3667,35.12553043,1.075384163,0,0,0,0,1,4,0.947942699,74684.88215,38.18907356,42.55965114,15.69688991,3.554385388,7.593886557,0.269626599,10.40958927,13.60148187,0.386917746,0.773835492,37.21991375,3.486550854,4.941962338,20.56314054,41.86721784,24.28069774,25.50510288,18.9,33.1,23.3643245,29.94322857,29.58614448,14.96379793,10.36594678,19.42982068,20.89826953,51.19879116,2.188333059,37.4,15.9275558,8.4128047,24.0162564,17.7145177,11.037828,6.6693736,44.14371472,16.05726911,10.99884728,12.5615656,15.98042127,36.86207559,13.04224069,36.05402482,12.92316596,3.708869407,9.310125621,15.59357091,3.438935064,4.180898706,30.3,22.4,3.621670704,3.178730951,3.607183261,2.568193374,3.411147713,3.750906648,3.616843934,3.499533282,0.783140094,3.787450555,3.558928229,-0.053461223,11.22103297
Portsmouth UA,E06000044,2985,81389,36.67571785,27545,338.436398,3.602114897,0,0,0,0,1,4,0.557476803,103491.9848,33.38247166,43.75182806,18.45729061,4.408409673,3.394777425,0.12937414,3.620405924,7.448845465,1.060867945,1.170577216,52.05911881,5.955350397,7.398130802,16.89522765,60.24591437,11.19862553,24.29335845,13.6,50.7,24.11989751,30.7477215,24.68381828,18.26424719,4.162740802,15.67583522,45.06589776,35.55754844,2.338960841,36.5,17.7624649,8.2860292,20.250078,17.1104479,11.5485526,6.6084387,46.50377016,21.16814942,13.14153154,14.99079256,17.97723251,23.69421725,13.41921213,37.56741811,7.515045054,4.252301487,10.66003058,16.75807553,4.096808822,3.781919912,24.8,20.4,3.597312261,3.008158645,3.16523102,2.596687421,3.210843653,3.778533396,3.952379973,3.925925911,0.849706746,3.839533388,5.824336181,-0.584334385,11.54724945
Southampton UA,E06000045,199,101546,1.959702992,3595,35.40267465,0.672792927,0,0,0,0,1,4,0.340928462,112873.8825,29.51126672,44.71879007,20.45616463,5.313778574,3.31859193,0.106564365,2.867469452,9.26488349,0.47509946,1.073635976,54.31585678,6.709114805,4.655974709,16.46064223,62.57370702,12.23891731,21.11661694,12.6,47.5,21.66425794,28.07722841,24.8834653,23.27335274,13.25698835,25.87478627,21.19766193,40.27595531,2.323091172,36.1,18.9068819,9.196562,20.6381236,16.1903395,11.1401457,6.472843,43.9441914,20.96361758,12.93227776,13.91522702,17.32793274,24.62231632,12.68361441,37.78114439,7.194188711,4.234715679,9.863985217,18.04484992,4.133717349,4.06767998,24.2,19.9,3.586292865,3.027140026,3.203653199,2.540310956,3.186352633,3.800393773,3.994816206,3.860729711,0.8428987,3.782920452,3.566787372,-1.076082613,11.63402639
County Durham,E06000047,407,248586,1.637260345,11693,47.03804719,0.493024323,0,0,0,0,1,4,0.17806484,372717.1095,27.22304884,42.93329401,23.56536776,6.278289388,4.230914372,0.145242964,0.854783364,6.126971311,0.667415553,0.465567325,67.66742433,7.769840364,0.98422951,10.44213538,76.57024757,7.126997639,11.42636489,17.4,2.3,31.02505328,34.81275944,12.57445164,20.10875636,18.96781378,36.5428186,38.45300555,5.921579545,2.235046,41,12.1852849,5.9675553,18.7338526,21.081673,16.8103935,8.0784503,40.45605124,27.50048206,13.41115276,15.96795357,13.62866777,21.45732708,13.1827846,37.49960917,6.594388686,4.432823688,17.05176708,8.884667896,3.697276678,6.484434439,24.7,19.6,3.713572067,2.930332187,3.066066176,2.578911781,3.206803244,3.759647609,4.214604887,0.832909123,0.80426181,3.70021623,3.850956789,-1.725607525,12.82857499
Northumberland UA,E06000048,289,168974,1.710322298,7113,42.09523359,0.536681831,0,0,0,0,1,4,0.240099072,434918.0794,22.04729525,43.94228132,26.64760997,7.362813461,6.2593175,0.458812397,1.328786053,5.249113348,0.400269569,0.479234314,65.38621248,6.502338309,1.454721207,11.520684,72.76805467,7.036711798,12.97540521,21.4,0.6,33.26692364,32.57034374,13.29420936,18.65318261,25.16553159,35.31092914,28.14172207,11.12102049,2.289047359,42.8,9.760844,5.1220145,17.7693116,22.5090815,18.6372726,9.1567836,40.06982192,23.87226219,13.65224556,16.540536,12.07268788,25.56587148,14.73604775,37.03735465,9.460004116,4.42878949,18.82181937,5.67523068,3.587966933,4.425359311,27.7,20.7,3.756538103,2.877472902,3.241258317,2.69029672,3.321432413,3.782876985,4.180311418,-0.510825624,0.828135731,3.69062348,3.739934518,-1.426703641,12.98291297
Cheshire East UA,E06000049,764,224179,3.407990936,9335,41.64083166,1.226122949,0,0,0,0,1,4,0.439208797,240788.2858,16.12445983,41.10799606,32.75004547,10.01749864,7.431984807,0.144642699,2.908864058,1.836189383,0.321305538,0.65586079,68.49494303,5.087889762,2.628411801,9.903608338,74.55999912,4.88969614,12.53202014,16.5,3.2,37.53488751,36.95410842,12.50493913,11.37787646,35.11152819,32.18195818,21.40450925,10.8887365,2.305729557,42,9.7971777,5.1387767,19.4654808,21.406166,17.3978121,9.0296034,40.01048121,19.64885306,12.09794529,15.95931321,12.4366733,31.95016657,14.37149616,39.43968142,10.72363104,3.226389817,17.14171831,7.00970279,3.539728292,3.073226722,33.5,22.1,3.737669618,2.968642682,3.464177394,2.665246812,3.511545439,3.716202654,4.226759918,1.16315081,0.835397137,3.68914145,3.729081216,-0.822780359,12.39167334
Cheshire West and Chester UA,E06000050,548,188557,2.906282981,9337,49.51818283,1.066874939,0,0,0,0,1,4,0.409888862,259923.3756,18.59207308,41.63756169,30.79778284,8.972582401,5.901160249,0.164233349,2.036993093,3.475752164,0.543905881,0.645068628,68.35604291,5.587056164,2.675192646,9.983264434,75.13207358,5.676978606,12.65845708,17.4,3.6,34.73437876,36.04021436,12.53800144,14.71133044,29.59516968,35.86617695,21.74048574,12.22826087,2.298695189,41.3,10.8343851,5.7025315,19.4346011,20.9709716,16.828475,8.5914177,37.59586566,20.97446155,13.26467089,15.71242812,12.90809767,29.36277273,14.89009068,39.3337583,8.988505274,3.680368489,16.40640744,7.760893257,3.545063848,3.937406181,29.8,20.9,3.7208625,2.967055039,3.379727638,2.700695937,3.394508394,3.729002685,4.224729971,1.280933845,0.832341653,3.626894088,3.902339932,-0.891869224,12.46814216
Shropshire UA,E06000051,399,184779,2.159336288,9252,50.07062491,0.769800901,0,0,0,0,1,4,0.389978803,219789.974,15.79576476,42.16034055,30.7902895,11.25360519,8.313211452,0.109454188,1.212619736,1.974818903,0.38275798,0.611616738,65.32292302,5.19476212,2.958579882,13.24926367,71.51205986,3.296892827,16.20784355,18.7,1,38.55668831,30.60752348,14.97678795,13.45528016,39.48381672,33.40586552,16.82279527,9.557283215,2.271115374,42.6,10.3436786,5.1020975,18.0832264,21.1472941,18.4601916,9.50155,36.86903697,22.50898296,13.10701679,16.83697066,12.15476383,27.49556287,15.52534258,37.11878942,12.74498419,3.282832794,16.89787933,6.251228271,3.362782056,3.232362032,27.1,20.7,3.751854253,2.89498479,3.314024641,2.742473694,3.299533728,3.741479982,4.179343016,0,0.820271065,3.607372092,3.913434507,-0.941662893,12.30042771
